geouid,cma codde,cma name,census tract name,Med income
8350140.17,835,Edmonton,140.17,50000
8350140.18,835,Edmonton,140.18,
8350140.19,835,Edmonton,140.19,46000
8350140.2,835,Edmonton,140.2,56000
8350140.21,835,Edmonton,140.21,58400
2050141,205,Halifax,141,39200
4620141,462,MontrÈal,141,31600
5370141,537,Hamilton,141,44800
5350141.01,535,Toronto,141.01,50400
6020141.01,602,Winnipeg,141.01,35200
8350141.01,835,Edmonton,141.01,23800
5350141.02,535,Toronto,141.02,48800
6020141.02,602,Winnipeg,141.02,32000
8350141.02,835,Edmonton,141.02,40400
9330141.02,933,Vancouver,141.02,47200
9330141.03,933,Vancouver,141.03,44800
5050141.04,505,Ottawa - Gatineau,141.04,71500
9330141.04,933,Vancouver,141.04,25000
5050141.09,505,Ottawa - Gatineau,141.09,51200
5050141.1,505,Ottawa - Gatineau,141.1,50400
5050141.11,505,Ottawa - Gatineau,141.11,51200
5050141.13,505,Ottawa - Gatineau,141.13,53200
5050141.14,505,Ottawa - Gatineau,141.14,57600
5050141.16,505,Ottawa - Gatineau,141.16,45600
5050141.17,505,Ottawa - Gatineau,141.17,48400
5050141.18,505,Ottawa - Gatineau,141.18,51600
5050141.19,505,Ottawa - Gatineau,141.19,50000
5050141.2,505,Ottawa - Gatineau,141.2,53600
5050141.21,505,Ottawa - Gatineau,141.21,44800
5050141.22,505,Ottawa - Gatineau,141.22,45200
5050141.23,505,Ottawa - Gatineau,141.23,50400
5050141.24,505,Ottawa - Gatineau,141.24,52400
5050141.25,505,Ottawa - Gatineau,141.25,53600
5050141.26,505,Ottawa - Gatineau,141.26,60000
4620142,462,MontrÈal,142,28800
5350142,535,Toronto,142,44800
2050142.01,205,Halifax,142.01,41200
5370142.01,537,Hamilton,142.01,40000
6020142.01,602,Winnipeg,142.01,32800
8350142.01,835,Edmonton,142.01,44000
9330142.01,933,Vancouver,142.01,39200
2050142.02,205,Halifax,142.02,36800
5370142.02,537,Hamilton,142.02,37200
6020142.02,602,Winnipeg,142.02,45600
8350142.02,835,Edmonton,142.02,33600
9330142.02,933,Vancouver,142.02,36800
6020142.03,602,Winnipeg,142.03,35600
9330142.03,933,Vancouver,142.03,38000
6020142.04,602,Winnipeg,142.04,35200
8350142.04,835,Edmonton,142.04,43600
8350142.05,835,Edmonton,142.05,50400
8350142.06,835,Edmonton,142.06,44000
4620143,462,MontrÈal,143,29800
5370143,537,Hamilton,143,40800
2050143.01,205,Halifax,143.01,36800
9330143.01,933,Vancouver,143.01,31600
2050143.02,205,Halifax,143.02,38400
9330143.02,933,Vancouver,143.02,23800
9330143.03,933,Vancouver,143.03,33600
9330143.04,933,Vancouver,143.04,31600
4620144,462,MontrÈal,144,33600
5370144.01,537,Hamilton,144.01,38000
5370144.02,537,Hamilton,144.02,40400
9330144.03,933,Vancouver,144.03,31800
9330144.04,933,Vancouver,144.04,32400
9330144.05,933,Vancouver,144.05,35200
9330144.06,933,Vancouver,144.06,31200
4620145,462,MontrÈal,145,
9330145.01,933,Vancouver,145.01,29800
9330145.02,933,Vancouver,145.02,29600
4620146,462,MontrÈal,146,34000
9330146,933,Vancouver,146,38000
4620147,462,MontrÈal,147,35600
9330147.04,933,Vancouver,147.04,36000
9330147.05,933,Vancouver,147.05,33200
9330147.07,933,Vancouver,147.07,28200
9330147.09,933,Vancouver,147.09,33200
9330147.1,933,Vancouver,147.1,40000
9330147.11,933,Vancouver,147.11,33600
9330147.12,933,Vancouver,147.12,32400
9330147.13,933,Vancouver,147.13,35600
9330147.14,933,Vancouver,147.14,30200
4620148,462,MontrÈal,148,32000
9330148.01,933,Vancouver,148.01,28600
9330148.02,933,Vancouver,148.02,30000
9330148.03,933,Vancouver,148.03,25400
4620149,462,MontrÈal,149,31800
9330149.02,933,Vancouver,149.02,31600
9330149.05,933,Vancouver,149.05,26200
9330149.06,933,Vancouver,149.06,31600
9330149.07,933,Vancouver,149.07,28400
9330149.08,933,Vancouver,149.08,41200
9330149.09,933,Vancouver,149.09,30200
4080150,408,Saguenay,150,40800
4620150,462,MontrÈal,150,27400
5350150,535,Toronto,150,45600
5550150,555,London,150,45200
8600150,860,Wood Buffalo,150,
9330150,933,Vancouver,150,43600
2050150.01,205,Halifax,150.01,34800
6020150.01,602,Winnipeg,150.01,46800
8350150.01,835,Edmonton,150.01,38000
2050150.02,205,Halifax,150.02,43200
6020150.02,602,Winnipeg,150.02,48400
8350150.02,835,Edmonton,150.02,40400
9350150.02,935,Victoria,150.02,44400
9350150.03,935,Victoria,150.03,
9350150.04,935,Victoria,150.04,32400
9350150.05,935,Victoria,150.05,43200
2050151,205,Halifax,151,33600
4620151,462,MontrÈal,151,29000
5350151,535,Toronto,151,26600
5410151,541,Kitchener - Cambridge - Waterloo,151,40000
9350151.02,935,Victoria,151.02,38800
5050151.03,505,Ottawa - Gatineau,151.03,42000
8350151.03,835,Edmonton,151.03,46800
9330151.03,933,Vancouver,151.03,34800
9350151.03,935,Victoria,151.03,41200
5050151.04,505,Ottawa - Gatineau,151.04,51200
8350151.04,835,Edmonton,151.04,53600
9350151.04,935,Victoria,151.04,40400
5050151.05,505,Ottawa - Gatineau,151.05,54800
8350151.05,835,Edmonton,151.05,46000
9330151.05,933,Vancouver,151.05,34400
5050151.06,505,Ottawa - Gatineau,151.06,45600
8350151.06,835,Edmonton,151.06,48000
9330151.06,933,Vancouver,151.06,30800
8350151.07,835,Edmonton,151.07,47200
9330151.07,933,Vancouver,151.07,29400
5050151.08,505,Ottawa - Gatineau,151.08,53200
5050151.09,505,Ottawa - Gatineau,151.09,46400
9330151.09,933,Vancouver,151.09,30400
5050151.1,505,Ottawa - Gatineau,151.1,53600
9330151.1,933,Vancouver,151.1,34800
5050151.11,505,Ottawa - Gatineau,151.11,52800
9330151.11,933,Vancouver,151.11,29000
2050152,205,Halifax,152,38800
4620152,462,MontrÈal,152,34000
5350152,535,Toronto,152,42400
8350152,835,Edmonton,152,45600
9350152,935,Victoria,152,38800
5410152.01,541,Kitchener - Cambridge - Waterloo,152.01,36400
5410152.02,541,Kitchener - Cambridge - Waterloo,152.02,41600
2050153,205,Halifax,153,30800
4620153,462,MontrÈal,153,25800
5350153,535,Toronto,153,29800
5410153,541,Kitchener - Cambridge - Waterloo,153,44800
9350153,935,Victoria,153,50400
8350153.01,835,Edmonton,153.01,46400
8350153.02,835,Edmonton,153.02,36400
4620154,462,MontrÈal,154,41600
5350154,535,Toronto,154,38000
8350154,835,Edmonton,154,46400
2050154.01,205,Halifax,154.01,
9350154.02,935,Victoria,154.02,41600
2050154.03,205,Halifax,154.03,
9350154.03,935,Victoria,154.03,45200
2050154.04,205,Halifax,154.04,27000
9350154.04,935,Victoria,154.04,43200
9350154.05,935,Victoria,154.05,39600
2050155,205,Halifax,155,
4620155,462,MontrÈal,155,34400
5350155,535,Toronto,155,24000
8350155,835,Edmonton,155,36400
9350155.01,935,Victoria,155.01,40400
9350155.03,935,Victoria,155.03,
9350155.04,935,Victoria,155.04,40000
4620156,462,MontrÈal,156,31200
8350156,835,Edmonton,156,41600
5350156.01,535,Toronto,156.01,23800
9350156.01,935,Victoria,156.01,34000
5350156.02,535,Toronto,156.02,29000
9350156.04,935,Victoria,156.04,36800
9350156.05,935,Victoria,156.05,
9350156.07,935,Victoria,156.07,35200
9350156.08,935,Victoria,156.08,36400
4620157,462,MontrÈal,157,35200
5350157,535,Toronto,157,29600
8350157,835,Edmonton,157,34400
4620158,462,MontrÈal,158,30600
5350158,535,Toronto,158,25000
4620159,462,MontrÈal,159,32000
5350159.01,535,Toronto,159.01,30200
5350159.02,535,Toronto,159.02,30000
4080160,408,Saguenay,160,33200
4620160,462,MontrÈal,160,26800
5350160,535,Toronto,160,31000
5800160,580,Greater Sudbury / Grand Sudbury,160,41600
6020160,602,Winnipeg,160,41600
8600160,860,Wood Buffalo,160,21800
4210160.01,421,QuÈbec,160.01,35200
5590160.01,559,Windsor,160.01,43200
8350160.01,835,Edmonton,160.01,40800
9330160.01,933,Vancouver,160.01,44000
5050160.02,505,Ottawa - Gatineau,160.02,45600
5590160.02,559,Windsor,160.02,38800
9330160.02,933,Vancouver,160.02,44400
4210160.03,421,QuÈbec,160.03,38000
8350160.03,835,Edmonton,160.03,32400
9330160.03,933,Vancouver,160.03,37200
4210160.04,421,QuÈbec,160.04,30400
5050160.04,505,Ottawa - Gatineau,160.04,48400
8350160.04,835,Edmonton,160.04,42000
9330160.04,933,Vancouver,160.04,43200
9350160.04,935,Victoria,160.04,44000
4210160.05,421,QuÈbec,160.05,33600
5050160.05,505,Ottawa - Gatineau,160.05,47200
9350160.05,935,Victoria,160.05,43200
5050160.06,505,Ottawa - Gatineau,160.06,53200
9350160.06,935,Victoria,160.06,34800
5050160.07,505,Ottawa - Gatineau,160.07,64500
9350160.07,935,Victoria,160.07,42000
9350160.08,935,Victoria,160.08,27200
5050160.09,505,Ottawa - Gatineau,160.09,43200
9350160.09,935,Victoria,160.09,42000
5050160.11,505,Ottawa - Gatineau,160.11,53600
5050160.12,505,Ottawa - Gatineau,160.12,62000
5050160.13,505,Ottawa - Gatineau,160.13,55200
5050160.14,505,Ottawa - Gatineau,160.14,61600
5050160.15,505,Ottawa - Gatineau,160.15,54800
4080161,408,Saguenay,161,41600
4620161,462,MontrÈal,161,29200
5350161,535,Toronto,161,30200
5800161.01,580,Greater Sudbury / Grand Sudbury,161.01,35600
6020161.01,602,Winnipeg,161.01,21800
8350161.01,835,Edmonton,161.01,50800
5800161.02,580,Greater Sudbury / Grand Sudbury,161.02,36000
6020161.02,602,Winnipeg,161.02,36800
9330161.02,933,Vancouver,161.02,38400
5050161.03,505,Ottawa - Gatineau,161.03,45200
8350161.03,835,Edmonton,161.03,43600
9330161.03,933,Vancouver,161.03,41200
5050161.04,505,Ottawa - Gatineau,161.04,58000
8350161.04,835,Edmonton,161.04,44800
5050161.05,505,Ottawa - Gatineau,161.05,62400
9330161.05,933,Vancouver,161.05,40400
5050161.06,505,Ottawa - Gatineau,161.06,59200
9330161.06,933,Vancouver,161.06,43600
9330161.07,933,Vancouver,161.07,
9330161.08,933,Vancouver,161.08,42800
9330161.09,933,Vancouver,161.09,37600
4080162,408,Saguenay,162,30200
4620162,462,MontrÈal,162,34400
5350162,535,Toronto,162,30400
5800162,580,Greater Sudbury / Grand Sudbury,162,40800
8350162.01,835,Edmonton,162.01,33600
9330162.01,933,Vancouver,162.01,35600
5050162.02,505,Ottawa - Gatineau,162.02,46000
9330162.02,933,Vancouver,162.02,34800
5050162.03,505,Ottawa - Gatineau,162.03,47200
8350162.03,835,Edmonton,162.03,44800
5050162.04,505,Ottawa - Gatineau,162.04,54400
8350162.04,835,Edmonton,162.04,54800
9330162.04,933,Vancouver,162.04,35600
8350162.05,835,Edmonton,162.05,42400
9330162.05,933,Vancouver,162.05,26200
9330162.06,933,Vancouver,162.06,28600
4080163,408,Saguenay,163,34000
4620163,462,MontrÈal,163,28000
5350163,535,Toronto,163,32400
9330163.01,933,Vancouver,163.01,37200
8350163.03,835,Edmonton,163.03,35600
9330163.04,933,Vancouver,163.04,34400
8350163.05,835,Edmonton,163.05,38800
9330163.05,933,Vancouver,163.05,32400
8350163.06,835,Edmonton,163.06,41200
9330163.06,933,Vancouver,163.06,32400
9330163.07,933,Vancouver,163.07,35600
9330163.08,933,Vancouver,163.08,29000
4080164,408,Saguenay,164,33200
4620164,462,MontrÈal,164,34000
5350164,535,Toronto,164,33600
8350164.01,835,Edmonton,164.01,58800
8350164.03,835,Edmonton,164.03,42000
8350164.04,835,Edmonton,164.04,40400
4080165,408,Saguenay,165,39200
4620165,462,MontrÈal,165,27600
5350165,535,Toronto,165,33600
8350165.01,835,Edmonton,165.01,43200
8350165.03,835,Edmonton,165.03,22000
8350165.04,835,Edmonton,165.04,41200
4080166,408,Saguenay,166,32000
4620166,462,MontrÈal,166,32400
5350166,535,Toronto,166,35200
8350166.01,835,Edmonton,166.01,
8350166.02,835,Edmonton,166.02,38400
4080167,408,Saguenay,167,39600
4620167,462,MontrÈal,167,30200
5350167.01,535,Toronto,167.01,46000
5350167.02,535,Toronto,167.02,36800
4080168,408,Saguenay,168,35200
4620168,462,MontrÈal,168,31000
5350168,535,Toronto,168,26600
4080169,408,Saguenay,169,27400
4620169,462,MontrÈal,169,31400
5350169.01,535,Toronto,169.01,32000
5350169.02,535,Toronto,169.02,34400
4080170,408,Saguenay,170,38000
4620170,462,MontrÈal,170,30800
5350170,535,Toronto,170,30400
8600170,860,Wood Buffalo,170,
9350170,935,Victoria,170,40000
10170.01,1,St. John's,170.01,35200
5050170.01,505,Ottawa - Gatineau,170.01,50000
5590170.01,559,Windsor,170.01,51600
10170.02,1,St. John's,170.02,36400
5590170.02,559,Windsor,170.02,44800
4210170.03,421,QuÈbec,170.03,38400
5050170.03,505,Ottawa - Gatineau,170.03,48800
9330170.03,933,Vancouver,170.03,38000
4210170.04,421,QuÈbec,170.04,47600
5050170.04,505,Ottawa - Gatineau,170.04,49200
9330170.04,933,Vancouver,170.04,44400
4210170.05,421,QuÈbec,170.05,40800
5050170.05,505,Ottawa - Gatineau,170.05,52800
9330170.05,933,Vancouver,170.05,38800
4210170.06,421,QuÈbec,170.06,41600
4210170.07,421,QuÈbec,170.07,42800
9330170.07,933,Vancouver,170.07,37200
5050170.08,505,Ottawa - Gatineau,170.08,55600
9330170.08,933,Vancouver,170.08,42800
5050170.09,505,Ottawa - Gatineau,170.09,50000
5050170.1,505,Ottawa - Gatineau,170.1,45200
5050170.11,505,Ottawa - Gatineau,170.11,53200
5050170.12,505,Ottawa - Gatineau,170.12,59600
5050170.13,505,Ottawa - Gatineau,170.13,54000
10171,1,St. John's,171,36000
4620171,462,MontrÈal,171,29400
5350171,535,Toronto,171,25600
5590171,559,Windsor,171,39200
9350171,935,Victoria,171,40400
5050171.03,505,Ottawa - Gatineau,171.03,43200
5050171.05,505,Ottawa - Gatineau,171.05,55600
5050171.06,505,Ottawa - Gatineau,171.06,47600
5050171.07,505,Ottawa - Gatineau,171.07,54800
5050171.11,505,Ottawa - Gatineau,171.11,54400
5050171.12,505,Ottawa - Gatineau,171.12,58000
5050171.13,505,Ottawa - Gatineau,171.13,63600
5050171.14,505,Ottawa - Gatineau,171.14,54400
5050171.15,505,Ottawa - Gatineau,171.15,54000
4620172,462,MontrÈal,172,30800
5350172,535,Toronto,172,29800
5590172,559,Windsor,172,48000
10172.02,1,St. John's,172.02,32400
10172.03,1,St. John's,172.03,31000
10172.04,1,St. John's,172.04,38000
10172.05,1,St. John's,172.05,34800
10172.06,1,St. John's,172.06,36400
4620173,462,MontrÈal,173,34400
5350173,535,Toronto,173,26800
5590173,559,Windsor,173,42800
4620174,462,MontrÈal,174,42400
5350174,535,Toronto,174,33200
5590174,559,Windsor,174,34400
4620175,462,MontrÈal,175,42000
5350175.01,535,Toronto,175.01,26800
5350175.02,535,Toronto,175.02,28200
4620176,462,MontrÈal,176,34400
5350176,535,Toronto,176,38400
4620177,462,MontrÈal,177,36800
4620178,462,MontrÈal,178,34400
4620179,462,MontrÈal,179,31200
4620180,462,MontrÈal,180,31400
5350180,535,Toronto,180,30600
5590180,559,Windsor,180,35600
8600180,860,Wood Buffalo,180,
5050180.01,505,Ottawa - Gatineau,180.01,42000
5050180.02,505,Ottawa - Gatineau,180.02,40400
9350180.03,935,Victoria,180.03,22200
9350180.04,935,Victoria,180.04,48800
9330180.05,933,Vancouver,180.05,53600
9350180.05,935,Victoria,180.05,
9330180.06,933,Vancouver,180.06,51600
9350180.06,935,Victoria,180.06,45600
9330180.07,933,Vancouver,180.07,38800
9330180.08,933,Vancouver,180.08,39200
9330180.09,933,Vancouver,180.09,54000
9330180.1,933,Vancouver,180.1,52400
4620181,462,MontrÈal,181,32800
5590181,559,Windsor,181,39200
5050181.01,505,Ottawa - Gatineau,181.01,44000
5350181.01,535,Toronto,181.01,38000
5050181.02,505,Ottawa - Gatineau,181.02,41200
5350181.02,535,Toronto,181.02,29800
9330181.03,933,Vancouver,181.03,33600
9330181.07,933,Vancouver,181.07,50800
9330181.08,933,Vancouver,181.08,40400
9330181.09,933,Vancouver,181.09,37600
9330181.1,933,Vancouver,181.1,42000
9330181.11,933,Vancouver,181.11,39200
9330181.12,933,Vancouver,181.12,46400
9330181.13,933,Vancouver,181.13,44000
9330181.14,933,Vancouver,181.14,44400
9330181.15,933,Vancouver,181.15,
9330181.16,933,Vancouver,181.16,38400
9330181.17,933,Vancouver,181.17,34400
9330181.18,933,Vancouver,181.18,42000
4620182,462,MontrÈal,182,32800
5050182,505,Ottawa - Gatineau,182,42000
5350182,535,Toronto,182,42800
9330182.02,933,Vancouver,182.02,46800
9330182.03,933,Vancouver,182.03,35600
9330182.04,933,Vancouver,182.04,38800
9330182.05,933,Vancouver,182.05,38000
9330182.06,933,Vancouver,182.06,33200
9330182.07,933,Vancouver,182.07,32000
9330182.08,933,Vancouver,182.08,34000
4620183,462,MontrÈal,183,33200
5050183,505,Ottawa - Gatineau,183,51200
5350183.01,535,Toronto,183.01,38000
9330183.01,933,Vancouver,183.01,36000
5350183.02,535,Toronto,183.02,39600
9330183.03,933,Vancouver,183.03,36400
9330183.06,933,Vancouver,183.06,45200
9330183.07,933,Vancouver,183.07,39200
9330183.1,933,Vancouver,183.1,43600
9330183.11,933,Vancouver,183.11,49600
9330183.12,933,Vancouver,183.12,42000
9330183.13,933,Vancouver,183.13,44800
9330183.14,933,Vancouver,183.14,41200
9330183.15,933,Vancouver,183.15,46800
9330183.16,933,Vancouver,183.16,43600
9330183.17,933,Vancouver,183.17,44000
4620184,462,MontrÈal,184,33600
5050184,505,Ottawa - Gatineau,184,44400
5350184.01,535,Toronto,184.01,28000
5350184.02,535,Toronto,184.02,34800
9330184.07,933,Vancouver,184.07,29800
9330184.08,933,Vancouver,184.08,31400
9330184.09,933,Vancouver,184.09,28000
9330184.1,933,Vancouver,184.1,25400
9330184.13,933,Vancouver,184.13,32800
9330184.15,933,Vancouver,184.15,26400
9330184.16,933,Vancouver,184.16,25800
9330184.17,933,Vancouver,184.17,31800
9330184.18,933,Vancouver,184.18,34400
9330184.19,933,Vancouver,184.19,46000
9330184.2,933,Vancouver,184.2,44000
9330184.21,933,Vancouver,184.21,31200
9330184.22,933,Vancouver,184.22,34400
9330184.23,933,Vancouver,184.23,29800
9330184.24,933,Vancouver,184.24,28600
9330184.25,933,Vancouver,184.25,27400
9330184.26,933,Vancouver,184.26,28800
9330184.27,933,Vancouver,184.27,32400
4620185,462,MontrÈal,185,31800
5350185.01,535,Toronto,185.01,35200
5350185.02,535,Toronto,185.02,36400
9330185.05,933,Vancouver,185.05,29000
9330185.08,933,Vancouver,185.08,33600
9330185.09,933,Vancouver,185.09,32800
9330185.1,933,Vancouver,185.1,24400
9330185.12,933,Vancouver,185.12,27000
9330185.15,933,Vancouver,185.15,25000
9330185.16,933,Vancouver,185.16,24400
9330185.17,933,Vancouver,185.17,41200
9330185.18,933,Vancouver,185.18,31400
9330185.19,933,Vancouver,185.19,37600
9330185.2,933,Vancouver,185.2,27000
9330185.21,933,Vancouver,185.21,31000
9330185.22,933,Vancouver,185.22,23800
9330185.23,933,Vancouver,185.23,31000
9330185.24,933,Vancouver,185.24,30400
9330185.25,933,Vancouver,185.25,34400
9330185.26,933,Vancouver,185.26,25000
9330185.27,933,Vancouver,185.27,25800
4620186,462,MontrÈal,186,31000
5350186,535,Toronto,186,47200
9330186.01,933,Vancouver,186.01,28600
9330186.02,933,Vancouver,186.02,29800
9330186.06,933,Vancouver,186.06,26400
9330186.07,933,Vancouver,186.07,24000
9330186.08,933,Vancouver,186.08,26200
9330186.09,933,Vancouver,186.09,31400
9330186.1,933,Vancouver,186.1,26800
5350187,535,Toronto,187,35600
4620187.01,462,MontrÈal,187.01,33200
4620187.03,462,MontrÈal,187.03,33600
4620187.04,462,MontrÈal,187.04,42800
9330187.04,933,Vancouver,187.04,29000
9330187.05,933,Vancouver,187.05,27600
9330187.06,933,Vancouver,187.06,34400
9330187.07,933,Vancouver,187.07,28800
9330187.11,933,Vancouver,187.11,39600
9330187.12,933,Vancouver,187.12,34400
9330187.13,933,Vancouver,187.13,29600
9330187.14,933,Vancouver,187.14,36800
9330187.15,933,Vancouver,187.15,33200
9330187.16,933,Vancouver,187.16,37600
9330187.17,933,Vancouver,187.17,31000
9330187.18,933,Vancouver,187.18,26200
5350188,535,Toronto,188,35200
4620188.01,462,MontrÈal,188.01,32800
9330188.01,933,Vancouver,188.01,36800
4620188.02,462,MontrÈal,188.02,31600
9330188.02,933,Vancouver,188.02,31800
9330188.04,933,Vancouver,188.04,33600
9330188.05,933,Vancouver,188.05,40400
9330188.06,933,Vancouver,188.06,39200
9330188.07,933,Vancouver,188.07,34000
9330188.08,933,Vancouver,188.08,39600
4620189,462,MontrÈal,189,
5350189,535,Toronto,189,36400
9330189.03,933,Vancouver,189.03,32800
9330189.06,933,Vancouver,189.06,31400
9330189.07,933,Vancouver,189.07,38000
9330189.08,933,Vancouver,189.08,32400
9330189.09,933,Vancouver,189.09,35200
9330189.1,933,Vancouver,189.1,38000
9330189.11,933,Vancouver,189.11,32400
9330189.12,933,Vancouver,189.12,37600
4210190,421,QuÈbec,190,45600
5800190,580,Greater Sudbury / Grand Sudbury,190,40000
8600190,860,Wood Buffalo,190,33600
4620190.01,462,MontrÈal,190.01,36400
5050190.01,505,Ottawa - Gatineau,190.01,42400
5350190.01,535,Toronto,190.01,30000
4620190.02,462,MontrÈal,190.02,43200
5050190.02,505,Ottawa - Gatineau,190.02,46400
5350190.02,535,Toronto,190.02,30600
9330190.03,933,Vancouver,190.03,35200
9330190.04,933,Vancouver,190.04,32800
9330190.05,933,Vancouver,190.05,31600
9330190.06,933,Vancouver,190.06,33200
9330190.07,933,Vancouver,190.07,40400
4620191,462,MontrÈal,191,33200
5350191,535,Toronto,191,35200
5800191,580,Greater Sudbury / Grand Sudbury,191,40800
5050191.01,505,Ottawa - Gatineau,191.01,46400
5050191.02,505,Ottawa - Gatineau,191.02,41600
9330191.03,933,Vancouver,191.03,26000
9330191.04,933,Vancouver,191.04,32800
9330191.05,933,Vancouver,191.05,25600
9330191.06,933,Vancouver,191.06,33600
9330191.07,933,Vancouver,191.07,34800
4620192,462,MontrÈal,192,40000
5350192,535,Toronto,192,27800
5800192,580,Greater Sudbury / Grand Sudbury,192,48800
9330192,933,Vancouver,192,27600
4620193,462,MontrÈal,193,35200
5350193,535,Toronto,193,35200
5800193.01,580,Greater Sudbury / Grand Sudbury,193.01,38400
5800193.02,580,Greater Sudbury / Grand Sudbury,193.02,42400
5800193.03,580,Greater Sudbury / Grand Sudbury,193.03,40000
4620194.01,462,MontrÈal,194.01,44400
5350194.01,535,Toronto,194.01,25600
5800194.01,580,Greater Sudbury / Grand Sudbury,194.01,
4620194.02,462,MontrÈal,194.02,30000
5350194.02,535,Toronto,194.02,33600
5800194.02,580,Greater Sudbury / Grand Sudbury,194.02,37600
5350194.03,535,Toronto,194.03,26400
5350194.04,535,Toronto,194.04,44000
4620195.01,462,MontrÈal,195.01,32800
5350195.01,535,Toronto,195.01,42000
4620195.02,462,MontrÈal,195.02,31000
5350195.02,535,Toronto,195.02,53600
4620195.03,462,MontrÈal,195.03,33600
4620196,462,MontrÈal,196,32800
5350196.01,535,Toronto,196.01,52000
5350196.02,535,Toronto,196.02,46400
4620197,462,MontrÈal,197,32800
4620198,462,MontrÈal,198,29600
4620199,462,MontrÈal,199,32000
2050200,205,Halifax,200,28600
3050200,305,Moncton,200,32000
4210200,421,QuÈbec,200,42800
4330200,433,Sherbrooke,200,38400
4420200,442,Trois-RiviËres,200,27400
4500200,450,Granby,200,40000
4620200,462,MontrÈal,200,28600
5210200,521,Kingston,200,41600
5220200,522,Belleville - Quinte West,200,35600
5290200,529,Peterborough,200,40800
5320200,532,Oshawa,200,40000
5370200,537,Hamilton,200,54400
5390200,539,St. Catharines - Niagara,200,37200
5430200,543,Brantford,200,36400
5550200,555,London,200,42000
5680200,568,Barrie,200,45600
5750200,575,North Bay,200,40400
5800200,580,Greater Sudbury / Grand Sudbury,200,29400
7250200,725,Saskatoon,200,33600
8050200,805,Medicine Hat,200,40000
8350200,835,Edmonton,200,37600
9150200,915,Kelowna,200,41200
9250200,925,Kamloops,200,29800
9320200,932,Abbotsford - Mission,200,30200
10200.01,1,St. John's,200.01,38000
5050200.01,505,Ottawa - Gatineau,200.01,41600
5350200.01,535,Toronto,200.01,39200
9330200.01,933,Vancouver,200.01,57600
10200.02,1,St. John's,200.02,36800
5050200.02,505,Ottawa - Gatineau,200.02,45600
5350200.02,535,Toronto,200.02,36400
8250200.02,825,Calgary,200.02,
9330200.02,933,Vancouver,200.02,32400
10200.03,1,St. John's,200.03,34400
8250200.03,825,Calgary,200.03,42800
8250200.05,825,Calgary,200.05,53200
8250200.06,825,Calgary,200.06,65000
10201,1,St. John's,201,35200
2050201,205,Halifax,201,37200
4330201,433,Sherbrooke,201,32000
4420201,442,Trois-RiviËres,201,26800
4500201,450,Granby,201,34000
4620201,462,MontrÈal,201,27800
5050201,505,Ottawa - Gatineau,201,56000
5220201,522,Belleville - Quinte West,201,44800
5290201,529,Peterborough,201,38800
5350201,535,Toronto,201,36000
5370201,537,Hamilton,201,44000
5390201,539,St. Catharines - Niagara,201,35200
5430201,543,Brantford,201,41200
5550201,555,London,201,35200
5680201,568,Barrie,201,40000
9150201,915,Kelowna,201,36400
9330201,933,Vancouver,201,31400
5320201.01,532,Oshawa,201.01,44800
8250201.01,825,Calgary,201.01,51200
9320201.01,932,Abbotsford - Mission,201.01,38000
5320201.02,532,Oshawa,201.02,36800
8250201.02,825,Calgary,201.02,38400
9320201.02,932,Abbotsford - Mission,201.02,37200
2050202,205,Halifax,202,35200
4330202,433,Sherbrooke,202,30800
4420202,442,Trois-RiviËres,202,27200
4500202,450,Granby,202,34000
4620202,462,MontrÈal,202,30600
5220202,522,Belleville - Quinte West,202,39600
5350202,535,Toronto,202,42800
5370202,537,Hamilton,202,45200
5390202,539,St. Catharines - Niagara,202,28600
5430202,543,Brantford,202,34400
5550202,555,London,202,34400
9150202,915,Kelowna,202,40000
9320202,932,Abbotsford - Mission,202,32800
10202.01,1,St. John's,202.01,33200
5680202.01,568,Barrie,202.01,34800
8250202.01,825,Calgary,202.01,53200
9330202.01,933,Vancouver,202.01,51600
10202.02,1,St. John's,202.02,40000
5680202.02,568,Barrie,202.02,34800
8250202.02,825,Calgary,202.02,37600
9330202.02,933,Vancouver,202.02,38000
8250202.03,825,Calgary,202.03,43200
5320202.04,532,Oshawa,202.04,46400
8250202.04,825,Calgary,202.04,35600
5320202.05,532,Oshawa,202.05,49600
10202.06,1,St. John's,202.06,40800
10202.07,1,St. John's,202.07,38800
10202.08,1,St. John's,202.08,42000
5320202.08,532,Oshawa,202.08,41200
10202.09,1,St. John's,202.09,39200
5320202.09,532,Oshawa,202.09,44800
10202.1,1,St. John's,202.1,40800
5320202.11,532,Oshawa,202.11,49600
5320202.12,532,Oshawa,202.12,46800
5320202.13,532,Oshawa,202.13,50000
5320202.14,532,Oshawa,202.14,40800
5320202.15,532,Oshawa,202.15,41200
5320202.16,532,Oshawa,202.16,43600
5320202.17,532,Oshawa,202.17,46400
5320202.18,532,Oshawa,202.18,44800
4420203,442,Trois-RiviËres,203,27200
4620203,462,MontrÈal,203,33600
5350203,535,Toronto,203,40400
5370203,537,Hamilton,203,46800
5430203,543,Brantford,203,
5550203,555,London,203,31800
8250203,825,Calgary,203,40400
9150203,915,Kelowna,203,46000
9320203,932,Abbotsford - Mission,203,33600
9330203,933,Vancouver,203,36400
5320203.01,532,Oshawa,203.01,54000
5390203.01,539,St. Catharines - Niagara,203.01,29000
5320203.02,532,Oshawa,203.02,49600
