geouid,cma codde,cma name,census tract name,Med income
9300008,930,Chilliwack,8,33600
9350008,935,Victoria,8,35200
9380008,938,Nanaimo,8,35200
9700008,970,Prince George,8,31200
5320008.01,532,Oshawa,8.01,44400
5350008.01,535,Toronto,8.01,59600
5410008.01,541,Kitchener - Cambridge - Waterloo,8.01,41200
7050008.01,705,Regina,8.01,41200
8350008.01,835,Edmonton,8.01,54800
9330008.01,933,Vancouver,8.01,35600
5320008.02,532,Oshawa,8.02,38800
5350008.02,535,Toronto,8.02,55600
5410008.02,541,Kitchener - Cambridge - Waterloo,8.02,37600
7050008.02,705,Regina,8.02,45600
8300008.02,830,Red Deer,8.02,44000
8350008.02,835,Edmonton,8.02,32000
9330008.02,933,Vancouver,8.02,32800
5320008.03,532,Oshawa,8.03,39600
8300008.03,830,Red Deer,8.03,46400
9320008.03,932,Abbotsford - Mission,8.03,38000
5410008.04,541,Kitchener - Cambridge - Waterloo,8.04,44800
8300008.04,830,Red Deer,8.04,43200
9320008.04,932,Abbotsford - Mission,8.04,30200
5320008.05,532,Oshawa,8.05,33600
5410008.05,541,Kitchener - Cambridge - Waterloo,8.05,47600
8300008.05,830,Red Deer,8.05,46800
9320008.05,932,Abbotsford - Mission,8.05,33600
5320008.06,532,Oshawa,8.06,43200
5410008.06,541,Kitchener - Cambridge - Waterloo,8.06,41600
9320008.06,932,Abbotsford - Mission,8.06,36000
5320008.08,532,Oshawa,8.08,44000
5320008.09,532,Oshawa,8.09,48400
10009,1,St. John's,9,39200
2050009,205,Halifax,9,34800
3050009,305,Moncton,9,31400
3100009,310,Saint John,9,32000
3200009,320,Fredericton,9,33600
4210009,421,QuÈbec,9,28600
4420009,442,Trois-RiviËres,9,23000
4500009,450,Granby,9,35600
4520009,452,Saint-Hyacinthe,9,34000
4620009,462,MontrÈal,9,31800
5050009,505,Ottawa - Gatineau,9,43200
5210009,521,Kingston,9,29400
5220009,522,Belleville - Quinte West,9,46400
5350009,535,Toronto,9,27000
5370009,537,Hamilton,9,27600
5390009,539,St. Catharines - Niagara,9,28800
5430009,543,Brantford,9,38800
5590009,559,Windsor,9,23400
5620009,562,Sarnia,9,30800
5680009,568,Barrie,9,36800
5750009,575,North Bay,9,28000
5800009,580,Greater Sudbury / Grand Sudbury,9,34800
5900009,590,Sault Ste. Marie,9,50400
6020009,602,Winnipeg,9,54400
7250009,725,Saskatoon,9,40800
8050009,805,Medicine Hat,9,30400
8100009,810,Lethbridge,9,34800
8250009,825,Calgary,9,35200
8350009,835,Edmonton,9,50400
8500009,850,Grande Prairie,9,56000
8600009,860,Wood Buffalo,9,69000
9250009,925,Kamloops,9,28400
9300009,930,Chilliwack,9,33200
9330009,933,Vancouver,9,37200
9350009,935,Victoria,9,35600
9380009,938,Nanaimo,9,37200
9700009,970,Prince George,9,
4330009.01,433,Sherbrooke,9.01,41200
4470009.01,447,Drummondville,9.01,39200
5290009.01,529,Peterborough,9.01,30600
5320009.01,532,Oshawa,9.01,33200
5410009.01,541,Kitchener - Cambridge - Waterloo,9.01,33200
5550009.01,555,London,9.01,42800
5950009.01,595,Thunder Bay,9.01,36800
7050009.01,705,Regina,9.01,37200
8300009.01,830,Red Deer,9.01,52000
9150009.01,915,Kelowna,9.01,34000
9320009.01,932,Abbotsford - Mission,9.01,31000
4330009.02,433,Sherbrooke,9.02,29600
4470009.02,447,Drummondville,9.02,35200
5290009.02,529,Peterborough,9.02,32800
5320009.02,532,Oshawa,9.02,41600
5410009.02,541,Kitchener - Cambridge - Waterloo,9.02,33600
5550009.02,555,London,9.02,42800
5950009.02,595,Thunder Bay,9.02,33200
7050009.02,705,Regina,9.02,35200
8300009.02,830,Red Deer,9.02,35200
9150009.02,915,Kelowna,9.02,32800
9320009.02,932,Abbotsford - Mission,9.02,33200
5290009.03,529,Peterborough,9.03,45600
5320009.03,532,Oshawa,9.03,40800
5500009.03,550,Guelph,9.03,41600
9150009.03,915,Kelowna,9.03,31200
5290009.04,529,Peterborough,9.04,33600
5320009.04,532,Oshawa,9.04,39200
5410009.04,541,Kitchener - Cambridge - Waterloo,9.04,43600
5500009.04,550,Guelph,9.04,40000
5320009.05,532,Oshawa,9.05,39600
5410009.05,541,Kitchener - Cambridge - Waterloo,9.05,43200
5500009.05,550,Guelph,9.05,43200
5500009.06,550,Guelph,9.06,37600
10010,1,St. John's,10,35200
2050010,205,Halifax,10,27200
3100010,310,Saint John,10,24600
3200010,320,Fredericton,10,31200
4210010,421,QuÈbec,10,30000
4330010,433,Sherbrooke,10,32800
4420010,442,Trois-RiviËres,10,27200
4470010,447,Drummondville,10,36000
4500010,450,Granby,10,31800
4520010,452,Saint-Hyacinthe,10,27800
4620010,462,MontrÈal,10,32800
5050010,505,Ottawa - Gatineau,10,25400
5210010,521,Kingston,10,29200
5220010,522,Belleville - Quinte West,10,
5290010,529,Peterborough,10,25400
5320010,532,Oshawa,10,28000
5370010,537,Hamilton,10,34800
5390010,539,St. Catharines - Niagara,10,32400
5410010,541,Kitchener - Cambridge - Waterloo,10,34800
5430010,543,Brantford,10,35600
5590010,559,Windsor,10,32800
5620010,562,Sarnia,10,49600
5680010,568,Barrie,10,32400
5750010,575,North Bay,10,29800
5800010,580,Greater Sudbury / Grand Sudbury,10,27400
5900010,590,Sault Ste. Marie,10,36000
6020010,602,Winnipeg,10,41200
7050010,705,Regina,10,27400
7250010,725,Saskatoon,10,35600
8050010,805,Medicine Hat,10,33600
8100010,810,Lethbridge,10,
8250010,825,Calgary,10,36400
8300010,830,Red Deer,10,30000
8350010,835,Edmonton,10,35200
8500010,850,Grande Prairie,10,52000
8600010,860,Wood Buffalo,10,70500
9250010,925,Kamloops,10,33600
9300010,930,Chilliwack,10,34000
9320010,932,Abbotsford - Mission,10,
9380010,938,Nanaimo,10,39600
9700010,970,Prince George,10,32000
3050010.01,305,Moncton,10.01,30600
5350010.01,535,Toronto,10.01,62800
5500010.01,550,Guelph,10.01,35200
5550010.01,555,London,10.01,34400
5950010.01,595,Thunder Bay,10.01,37600
9150010.01,915,Kelowna,10.01,32400
9330010.01,933,Vancouver,10.01,30800
9350010.01,935,Victoria,10.01,42000
5350010.02,535,Toronto,10.02,54000
5500010.02,550,Guelph,10.02,36400
5550010.02,555,London,10.02,35200
5950010.02,595,Thunder Bay,10.02,30400
9150010.02,915,Kelowna,10.02,38400
9330010.02,933,Vancouver,10.02,32400
9350010.02,935,Victoria,10.02,29800
3050010.03,305,Moncton,10.03,28000
9150010.03,915,Kelowna,10.03,38000
9350010.03,935,Victoria,10.03,40000
3050010.04,305,Moncton,10.04,32800
10011,1,St. John's,11,26600
2050011,205,Halifax,11,27600
3050011,305,Moncton,11,38400
3100011,310,Saint John,11,29800
3200011,320,Fredericton,11,34400
4210011,421,QuÈbec,11,30000
4330011,433,Sherbrooke,11,30000
4420011,442,Trois-RiviËres,11,34000
4470011,447,Drummondville,11,33200
4500011,450,Granby,11,26600
4520011,452,Saint-Hyacinthe,11,30200
4620011,462,MontrÈal,11,33200
5220011,522,Belleville - Quinte West,11,31600
5290011,529,Peterborough,11,27200
5320011,532,Oshawa,11,40800
5370011,537,Hamilton,11,36800
5390011,539,St. Catharines - Niagara,11,33600
5410011,541,Kitchener - Cambridge - Waterloo,11,34000
5500011,550,Guelph,11,36000
5550011,555,London,11,29200
5620011,562,Sarnia,11,36000
5750011,575,North Bay,11,35600
5800011,580,Greater Sudbury / Grand Sudbury,11,28600
5900011,590,Sault Ste. Marie,11,35600
6020011,602,Winnipeg,11,40800
7050011,705,Regina,11,31000
8050011,805,Medicine Hat,11,33200
8100011,810,Lethbridge,11,31800
8250011,825,Calgary,11,40000
8300011,830,Red Deer,11,29600
8350011,835,Edmonton,11,29800
8500011,850,Grande Prairie,11,40000
8600011,860,Wood Buffalo,11,98000
9150011,915,Kelowna,11,33200
9250011,925,Kamloops,11,32400
9320011,932,Abbotsford - Mission,11,38400
9330011,933,Vancouver,11,30400
9380011,938,Nanaimo,11,34800
9700011,970,Prince George,11,31200
5050011.01,505,Ottawa - Gatineau,11.01,40000
5210011.01,521,Kingston,11.01,27600
5350011.01,535,Toronto,11.01,60000
5430011.01,543,Brantford,11.01,35600
5590011.01,559,Windsor,11.01,32000
5680011.01,568,Barrie,11.01,35200
5950011.01,595,Thunder Bay,11.01,28400
7250011.01,725,Saskatoon,11.01,32400
9300011.01,930,Chilliwack,11.01,28000
9350011.01,935,Victoria,11.01,38000
5210011.02,521,Kingston,11.02,35600
5350011.02,535,Toronto,11.02,56000
5430011.02,543,Brantford,11.02,34400
5590011.02,559,Windsor,11.02,30000
5680011.02,568,Barrie,11.02,29000
5950011.02,595,Thunder Bay,11.02,27800
7250011.02,725,Saskatoon,11.02,30000
9300011.02,930,Chilliwack,11.02,31800
9350011.02,935,Victoria,11.02,48000
5050011.03,505,Ottawa - Gatineau,11.03,31800
5350011.03,535,Toronto,11.03,52400
5430011.03,543,Brantford,11.03,43200
5950011.03,595,Thunder Bay,11.03,45200
7250011.03,725,Saskatoon,11.03,35200
5050011.04,505,Ottawa - Gatineau,11.04,35600
10012,1,St. John's,12,21400
2050012,205,Halifax,12,25400
3100012,310,Saint John,12,27800
3200012,320,Fredericton,12,38400
4210012,421,QuÈbec,12,29000
4330012,433,Sherbrooke,12,26000
4470012,447,Drummondville,12,31200
4500012,450,Granby,12,29600
4520012,452,Saint-Hyacinthe,12,37200
5050012,505,Ottawa - Gatineau,12,26800
5210012,521,Kingston,12,30600
5220012,522,Belleville - Quinte West,12,32800
5290012,529,Peterborough,12,31800
5370012,537,Hamilton,12,27200
5410012,541,Kitchener - Cambridge - Waterloo,12,30600
5430012,543,Brantford,12,32800
5500012,550,Guelph,12,34400
5550012,555,London,12,37200
5590012,559,Windsor,12,
5620012,562,Sarnia,12,50000
5750012,575,North Bay,12,36800
5800012,580,Greater Sudbury / Grand Sudbury,12,31600
5900012,590,Sault Ste. Marie,12,30800
5950012,595,Thunder Bay,12,33600
6020012,602,Winnipeg,12,30600
7050012,705,Regina,12,34000
8100012,810,Lethbridge,12,33200
8250012,825,Calgary,12,35600
8300012,830,Red Deer,12,39600
8500012,850,Grande Prairie,12,
8600012,860,Wood Buffalo,12,82000
9150012,915,Kelowna,12,41200
9250012,925,Kamloops,12,28800
9350012,935,Victoria,12,36400
9380012,938,Nanaimo,12,34000
9700012,970,Prince George,12,
3050012.01,305,Moncton,12.01,35600
4420012.01,442,Trois-RiviËres,12.01,27400
4620012.01,462,MontrÈal,12.01,29200
5320012.01,532,Oshawa,12.01,34000
5350012.01,535,Toronto,12.01,51600
5390012.01,539,St. Catharines - Niagara,12.01,30000
5680012.01,568,Barrie,12.01,38000
7250012.01,725,Saskatoon,12.01,32000
8050012.01,805,Medicine Hat,12.01,36800
8350012.01,835,Edmonton,12.01,32800
9300012.01,930,Chilliwack,12.01,
9320012.01,932,Abbotsford - Mission,12.01,41200
9330012.01,933,Vancouver,12.01,29200
3050012.02,305,Moncton,12.02,44000
4420012.02,442,Trois-RiviËres,12.02,29600
4620012.02,462,MontrÈal,12.02,28200
5320012.02,532,Oshawa,12.02,42400
5390012.02,539,St. Catharines - Niagara,12.02,30800
5680012.02,568,Barrie,12.02,33600
7250012.02,725,Saskatoon,12.02,36000
8050012.02,805,Medicine Hat,12.02,43200
8350012.02,835,Edmonton,12.02,38400
9300012.02,930,Chilliwack,12.02,
9320012.02,932,Abbotsford - Mission,12.02,40400
9330012.02,933,Vancouver,12.02,36400
5350012.03,535,Toronto,12.03,57600
7250012.03,725,Saskatoon,12.03,37600
9300012.03,930,Chilliwack,12.03,
5350012.04,535,Toronto,12.04,54400
9300012.04,930,Chilliwack,12.04,
9300012.05,930,Chilliwack,12.05,
7250012.06,725,Saskatoon,12.06,43200
9300012.06,930,Chilliwack,12.06,
9300012.07,930,Chilliwack,12.07,
7250012.08,725,Saskatoon,12.08,38000
7250012.09,725,Saskatoon,12.09,38800
7250012.1,725,Saskatoon,12.1,39600
7250012.11,725,Saskatoon,12.11,43200
10013,1,St. John's,13,31800
2050013,205,Halifax,13,33600
3050013,305,Moncton,13,31800
3100013,310,Saint John,13,28800
3200013,320,Fredericton,13,34800
4210013,421,QuÈbec,13,31400
4330013,433,Sherbrooke,13,22400
4470013,447,Drummondville,13,31400
4500013,450,Granby,13,41600
4620013,462,MontrÈal,13,35600
5050013,505,Ottawa - Gatineau,13,34000
5210013,521,Kingston,13,30600
5220013,522,Belleville - Quinte West,13,
5290013,529,Peterborough,13,31800
5320013,532,Oshawa,13,40800
5370013,537,Hamilton,13,35200
5410013,541,Kitchener - Cambridge - Waterloo,13,39200
5430013,543,Brantford,13,42000
5550013,555,London,13,34000
5590013,559,Windsor,13,30400
5620013,562,Sarnia,13,44800
5680013,568,Barrie,13,31200
5750013,575,North Bay,13,41600
5800013,580,Greater Sudbury / Grand Sudbury,13,
5900013,590,Sault Ste. Marie,13,33600
5950013,595,Thunder Bay,13,46000
6020013,602,Winnipeg,13,35600
7050013,705,Regina,13,25200
8050013,805,Medicine Hat,13,38400
8100013,810,Lethbridge,13,35200
8250013,825,Calgary,13,34800
8300013,830,Red Deer,13,32800
8350013,835,Edmonton,13,30800
8500013,850,Grande Prairie,13,32800
8600013,860,Wood Buffalo,13,49200
9150013,915,Kelowna,13,32800
9250013,925,Kamloops,13,32400
9300013,930,Chilliwack,13,47600
9380013,938,Nanaimo,13,31600
9700013,970,Prince George,13,30800
4420013.01,442,Trois-RiviËres,13.01,41200
5350013.01,535,Toronto,13.01,55200
5390013.01,539,St. Catharines - Niagara,13.01,32400
5500013.01,550,Guelph,13.01,39200
7250013.01,725,Saskatoon,13.01,31400
9320013.01,932,Abbotsford - Mission,13.01,
9330013.01,933,Vancouver,13.01,30400
9350013.01,935,Victoria,13.01,34000
4420013.02,442,Trois-RiviËres,13.02,38000
5350013.02,535,Toronto,13.02,58800
5390013.02,539,St. Catharines - Niagara,13.02,35200
5500013.02,550,Guelph,13.02,42400
7250013.02,725,Saskatoon,13.02,34400
9320013.02,932,Abbotsford - Mission,13.02,35600
9350013.02,935,Victoria,13.02,34800
4420013.03,442,Trois-RiviËres,13.03,40000
9330013.03,933,Vancouver,13.03,28000
7250013.04,725,Saskatoon,13.04,41600
9330013.04,933,Vancouver,13.04,29200
7250013.06,725,Saskatoon,13.06,51200
7250013.07,725,Saskatoon,13.07,45200
7250013.08,725,Saskatoon,13.08,42800
7250013.09,725,Saskatoon,13.09,43600
10014,1,St. John's,14,34800
2050014,205,Halifax,14,38000
3100014,310,Saint John,14,32400
3200014,320,Fredericton,14,35600
4210014,421,QuÈbec,14,31800
4330014,433,Sherbrooke,14,26000
4470014,447,Drummondville,14,36000
4500014,450,Granby,14,41200
5050014,505,Ottawa - Gatineau,14,24000
5210014,521,Kingston,14,32400
5220014,522,Belleville - Quinte West,14,
5290014,529,Peterborough,14,32800
5350014,535,Toronto,14,45600
5370014,537,Hamilton,14,39200
5500014,550,Guelph,14,40400
5550014,555,London,14,30800
5590014,559,Windsor,14,39600
5680014,568,Barrie,14,37200
5750014,575,North Bay,14,52000
5800014,580,Greater Sudbury / Grand Sudbury,14,27800
5900014,590,Sault Ste. Marie,14,34400
5950014,595,Thunder Bay,14,28800
6020014,602,Winnipeg,14,32000
7050014,705,Regina,14,27600
7250014,725,Saskatoon,14,30200
8050014,805,Medicine Hat,14,34000
8100014,810,Lethbridge,14,34000
8250014,825,Calgary,14,40800
8300014,830,Red Deer,14,29000
8350014,835,Edmonton,14,38800
8500014,850,Grande Prairie,14,
9150014,915,Kelowna,14,35600
9250014,925,Kamloops,14,30400
9300014,930,Chilliwack,14,35600
9380014,938,Nanaimo,14,30200
9700014,970,Prince George,14,34000
5320014.01,532,Oshawa,14.01,40400
5390014.01,539,St. Catharines - Niagara,14.01,28200
5430014.01,543,Brantford,14.01,39200
9320014.01,932,Abbotsford - Mission,14.01,34400
9330014.01,933,Vancouver,14.01,31200
9350014.01,935,Victoria,14.01,34800
3050014.02,305,Moncton,14.02,40000
4620014.02,462,MontrÈal,14.02,
5320014.02,532,Oshawa,14.02,28400
5390014.02,539,St. Catharines - Niagara,14.02,36400
5410014.02,541,Kitchener - Cambridge - Waterloo,14.02,34800
5430014.02,543,Brantford,14.02,39200
9320014.02,932,Abbotsford - Mission,14.02,34800
9330014.02,933,Vancouver,14.02,25400
9350014.02,935,Victoria,14.02,31800
3050014.03,305,Moncton,14.03,42000
4620014.03,462,MontrÈal,14.03,30200
5390014.03,539,St. Catharines - Niagara,14.03,34000
5410014.03,541,Kitchener - Cambridge - Waterloo,14.03,35200
5430014.03,543,Brantford,14.03,34400
4620014.04,462,MontrÈal,14.04,38000
5410014.04,541,Kitchener - Cambridge - Waterloo,14.04,29800
5430014.04,543,Brantford,14.04,40400
3050014.05,305,Moncton,14.05,38800
3050014.06,305,Moncton,14.06,44800
5410014.06,541,Kitchener - Cambridge - Waterloo,14.06,42800
3050014.07,305,Moncton,14.07,41600
5410014.08,541,Kitchener - Cambridge - Waterloo,14.08,53600
5410014.09,541,Kitchener - Cambridge - Waterloo,14.09,47600
2050015,205,Halifax,15,30400
3100015,310,Saint John,15,36800
3200015,320,Fredericton,15,34800
4210015,421,QuÈbec,15,38400
4470015,447,Drummondville,15,33200
4500015,450,Granby,15,34800
4620015,462,MontrÈal,15,30800
5050015,505,Ottawa - Gatineau,15,30400
5210015,521,Kingston,15,42000
5220015,522,Belleville - Quinte West,15,
5350015,535,Toronto,15,59600
5370015,537,Hamilton,15,40000
5390015,539,St. Catharines - Niagara,15,40000
5410015,541,Kitchener - Cambridge - Waterloo,15,36800
5500015,550,Guelph,15,34800
5550015,555,London,15,40000
5590015,559,Windsor,15,34800
5750015,575,North Bay,15,32800
5800015,580,Greater Sudbury / Grand Sudbury,15,25600
5900015,590,Sault Ste. Marie,15,33600
5950015,595,Thunder Bay,15,33200
6020015,602,Winnipeg,15,26000
7050015,705,Regina,15,36400
7250015,725,Saskatoon,15,31000
8100015,810,Lethbridge,15,37200
8250015,825,Calgary,15,39200
8300015,830,Red Deer,15,31800
9150015,915,Kelowna,15,35200
9250015,925,Kamloops,15,32400
9300015,930,Chilliwack,15,36800
9380015,938,Nanaimo,15,31400
9700015,970,Prince George,15,31200
10015.01,1,St. John's,15.01,34800
3050015.01,305,Moncton,15.01,
4330015.01,433,Sherbrooke,15.01,27800
5680015.01,568,Barrie,15.01,29200
8350015.01,835,Edmonton,15.01,
9330015.01,933,Vancouver,15.01,28600
10015.02,1,St. John's,15.02,34800
3050015.02,305,Moncton,15.02,34000
4330015.02,433,Sherbrooke,15.02,26600
5320015.02,532,Oshawa,15.02,29200
5680015.02,568,Barrie,15.02,26800
8350015.02,835,Edmonton,15.02,41600
9330015.02,933,Vancouver,15.02,28000
10015.03,1,St. John's,15.03,34800
5320015.03,532,Oshawa,15.03,36000
5680015.03,568,Barrie,15.03,29800
10015.04,1,St. John's,15.04,42000
5320015.04,532,Oshawa,15.04,25000
2050016,205,Halifax,16,40400
3100016,310,Saint John,16,31000
3200016,320,Fredericton,16,
4210016,421,QuÈbec,16,31000
4330016,433,Sherbrooke,16,27400
4500016,450,Granby,16,37600
4620016,462,MontrÈal,16,30600
5050016,505,Ottawa - Gatineau,16,50000
5210016,521,Kingston,16,
5350016,535,Toronto,16,58800
5370016,537,Hamilton,16,56800
5410016,541,Kitchener - Cambridge - Waterloo,16,34800
5550016,555,London,16,42800
5590016,559,Windsor,16,50400
5680016,568,Barrie,16,34800
5750016,575,North Bay,16,29200
5900016,590,Sault Ste. Marie,16,34000
5950016,595,Thunder Bay,16,37600
6020016,602,Winnipeg,16,28800
7050016,705,Regina,16,34000
7250016,725,Saskatoon,16,32400
8250016,825,Calgary,16,43600
9150016,915,Kelowna,16,31200
9250016,925,Kamloops,16,34000
9380016,938,Nanaimo,16,30200
9700016,970,Prince George,16,42000
10016.01,1,St. John's,16.01,37200
3050016.01,305,Moncton,16.01,34000
5390016.01,539,St. Catharines - Niagara,16.01,38400
5800016.01,580,Greater Sudbury / Grand Sudbury,16.01,35600
8100016.01,810,Lethbridge,16.01,41600
8300016.01,830,Red Deer,16.01,42800
8350016.01,835,Edmonton,16.01,
9330016.01,933,Vancouver,16.01,29600
10016.02,1,St. John's,16.02,27000
3050016.02,305,Moncton,16.02,32000
5390016.02,539,St. Catharines - Niagara,16.02,38400
5800016.02,580,Greater Sudbury / Grand Sudbury,16.02,37200
8100016.02,810,Lethbridge,16.02,42800
8300016.02,830,Red Deer,16.02,41600
8350016.02,835,Edmonton,16.02,42800
9300016.02,930,Chilliwack,16.02,38000
8300016.03,830,Red Deer,16.03,32800
9300016.03,930,Chilliwack,16.03,42400
5320016.04,532,Oshawa,16.04,33600
9300016.04,930,Chilliwack,16.04,41200
9330016.04,933,Vancouver,16.04,31800
5320016.05,532,Oshawa,16.05,43600
9330016.05,933,Vancouver,16.05,31600
5320016.06,532,Oshawa,16.06,40800
9330016.06,933,Vancouver,16.06,42800
5320016.07,532,Oshawa,16.07,39600
5320016.08,532,Oshawa,16.08,42800
10017,1,St. John's,17,46400
2050017,205,Halifax,17,38400
3100017,310,Saint John,17,30400
3200017,320,Fredericton,17,28000
4210017,421,QuÈbec,17,
4330017,433,Sherbrooke,17,25000
4620017,462,MontrÈal,17,31600
5050017,505,Ottawa - Gatineau,17,36800
5370017,537,Hamilton,17,45200
5410017,541,Kitchener - Cambridge - Waterloo,17,36400
5550017,555,London,17,34400
5590017,559,Windsor,17,38800
5750017,575,North Bay,17,32000
5900017,590,Sault Ste. Marie,17,28000
5950017,595,Thunder Bay,17,32800
6020017,602,Winnipeg,17,32800
7050017,705,Regina,17,36800
7250017,725,Saskatoon,17,27600
8350017,835,Edmonton,17,40000
9150017,915,Kelowna,17,31400
9250017,925,Kamloops,17,38400
9700017,970,Prince George,17,39200
5350017.01,535,Toronto,17.01,59200
5390017.01,539,St. Catharines - Niagara,17.01,40800
5800017.01,580,Greater Sudbury / Grand Sudbury,17.01,40000
8100017.01,810,Lethbridge,17.01,44400
